tweets,label,case_folding,cleansing,tokenizing,stopword,stemming
"Dan ini bukan kali pertama Jokowi terjun langsung memantau vaksin.   Buat sektor transportasi, beliau juga langsung mengamati.   *entah kenapa Pak @ridwankamil sering bgt satu frame sama Pak Jokowi di kegiatan vaksinasi. #bukankode😀😃😃  cc ponakannya Kang Emil @mrs_enci :p https://t.co/3MipL6qOEO",1.0,"dan ini bukan kali pertama jokowi terjun langsung memantau vaksin.   buat sektor transportasi, beliau juga langsung mengamati.   *entah kenapa pak @ridwankamil sering bgt satu frame sama pak jokowi di kegiatan vaksinasi. #bukankode😀😃😃  cc ponakannya kang emil @mrs_enci :p https://t.co/3mipl6qoeo",dan ini bukan kali pertama jokowi terjun langsung memantau vaksin buat sektor transportasi beliau juga langsung mengamati entah kenapa pak sering bgt satu frame sama pak jokowi di kegiatan vaksinasi cc ponakannya kang emil ,"['dan', 'ini', 'bukan', 'kali', 'pertama', 'jokowi', 'terjun', 'langsung', 'memantau', 'vaksin', 'buat', 'sektor', 'transportasi', 'beliau', 'juga', 'langsung', 'mengamati', 'entah', 'kenapa', 'pak', 'sering', 'bgt', 'satu', 'frame', 'sama', 'pak', 'jokowi', 'di', 'kegiatan', 'vaksinasi', 'cc', 'ponakannya', 'kang', 'emil']","['terjun', 'memantau', 'vaksin', 'sektor', 'transportasi', 'beliau', 'mengamati', 'frame', 'kegiatan', 'vaksinasi', 'ponakannya', 'kang', 'emil']","['terjun', 'pantau', 'vaksin', 'sektor', 'transportasi', 'beliau', 'amat', 'frame', 'giat', 'vaksinasi', 'ponakan', 'kang', 'emil']"
Kapolri Ajak Masyarakat Datangi Sentra Vaksinasi Covid-19 Kabupaten Kota https://t.co/o2OIjgF2GS,1.0,kapolri ajak masyarakat datangi sentra vaksinasi covid-19 kabupaten kota https://t.co/o2oijgf2gs,kapolri ajak masyarakat datangi sentra vaksinasi covid kabupaten kota,"['kapolri', 'ajak', 'masyarakat', 'datangi', 'sentra', 'vaksinasi', 'covid', 'kabupaten', 'kota']","['ajak', 'masyarakat', 'datangi', 'sentra', 'vaksinasi', 'covid', 'kota']","['ajak', 'masyarakat', 'datang', 'sentra', 'vaksinasi', 'covid', 'kota']"
"Akhirnya ada vaksinasi yg ga perlu surat domisili, tapiii di priuk 😩",0.0,"akhirnya ada vaksinasi yg ga perlu surat domisili, tapiii di priuk 😩",akhirnya ada vaksinasi yg ga perlu surat domisili tapiii di priuk,"['akhirnya', 'ada', 'vaksinasi', 'yg', 'ga', 'perlu', 'surat', 'domisili', 'tapiii', 'di', 'priuk']","['vaksinasi', 'ga', 'surat', 'domisili', 'tapiii', 'priuk']","['vaksinasi', 'ga', 'surat', 'domisili', 'tapiii', 'priuk']"
Melakukan monitoring dan pengamanan Vaksinasi Covid 19 di Puskesmas Paya Lombang Kec. Tebing Tinggi Kab. Sergei. https://t.co/5rotzWQxAb,1.0,melakukan monitoring dan pengamanan vaksinasi covid 19 di puskesmas paya lombang kec. tebing tinggi kab. sergei. https://t.co/5rotzwqxab,melakukan monitoring dan pengamanan vaksinasi covid di puskesmas paya lombang kec tebing tinggi kab sergei,"['melakukan', 'monitoring', 'dan', 'pengamanan', 'vaksinasi', 'covid', 'di', 'puskesmas', 'paya', 'lombang', 'kec', 'tebing', 'tinggi', 'kab', 'sergei']","['monitoring', 'pengamanan', 'vaksinasi', 'covid', 'paya', 'lombang', 'tebing', 'sergei']","['monitoring', 'aman', 'vaksinasi', 'covid', 'paya', 'lombang', 'tebing', 'sergei']"
Panglima TNI Siap Dukung Vaksinasi Nasional 1 Juta Vaksin Covid-19 Per Hari https://t.co/j6JBHAae0O,1.0,panglima tni siap dukung vaksinasi nasional 1 juta vaksin covid-19 per hari https://t.co/j6jbhaae0o,panglima tni siap dukung vaksinasi nasional juta vaksin covid per hari,"['panglima', 'tni', 'siap', 'dukung', 'vaksinasi', 'nasional', 'juta', 'vaksin', 'covid', 'per', 'hari']","['dukung', 'vaksinasi', 'nasional', 'juta', 'vaksin', 'covid']","['dukung', 'vaksinasi', 'nasional', 'juta', 'vaksin', 'covid']"
Vaksinasi dan Tetap Patuhi Protokol Kesehatan Agar Terhindar Dari Virus Corona.  @DivHumas_Polri https://t.co/EMJNtnMsz8,1.0,vaksinasi dan tetap patuhi protokol kesehatan agar terhindar dari virus corona.  @divhumas_polri https://t.co/emjntnmsz8,vaksinasi dan tetap patuhi protokol kesehatan agar terhindar dari virus corona,"['vaksinasi', 'dan', 'tetap', 'patuhi', 'protokol', 'kesehatan', 'agar', 'terhindar', 'dari', 'virus', 'corona']","['vaksinasi', 'patuhi', 'protokol', 'kesehatan', 'terhindar', 'virus', 'corona']","['vaksinasi', 'patuh', 'protokol', 'sehat', 'hindar', 'virus', 'corona']"
"‘Polsek Benda’ PAM Pengaman Vaksinasi Massal: Tangerang, https://t.co/iskHUhEVHd – Polsek Benda Polres Metro Tangerang Kota melaksanakan pengamanan kegiatan vaksin yang diadakan di 2 titik, di kantor GOR Kecamatan Benda dan SMPN… The post ‘Polsek Benda’… https://t.co/XbAoRMkmjY",1.0,"‘polsek benda’ pam pengaman vaksinasi massal: tangerang, https://t.co/iskhuhevhd – polsek benda polres metro tangerang kota melaksanakan pengamanan kegiatan vaksin yang diadakan di 2 titik, di kantor gor kecamatan benda dan smpn… the post ‘polsek benda’… https://t.co/xbaormkmjy",polsek benda pam pengaman vaksinasi massal tangerang polsek benda polres metro tangerang kota melaksanakan pengamanan kegiatan vaksin yang diadakan di titik di kantor gor kecamatan benda dan smpn the post polsek benda,"['polsek', 'benda', 'pam', 'pengaman', 'vaksinasi', 'massal', 'tangerang', 'polsek', 'benda', 'polres', 'metro', 'tangerang', 'kota', 'melaksanakan', 'pengamanan', 'kegiatan', 'vaksin', 'yang', 'diadakan', 'di', 'titik', 'di', 'kantor', 'gor', 'kecamatan', 'benda', 'dan', 'smpn', 'the', 'post', 'polsek', 'benda']","['benda', 'pam', 'pengaman', 'vaksinasi', 'massal', 'tangerang', 'benda', 'metro', 'tangerang', 'kota', 'melaksanakan', 'pengamanan', 'kegiatan', 'vaksin', 'diadakan', 'titik', 'kantor', 'gor', 'benda', 'smpn', 'post', 'benda']","['benda', 'pam', 'kam', 'vaksinasi', 'massal', 'tangerang', 'benda', 'metro', 'tangerang', 'kota', 'laksana', 'aman', 'giat', 'vaksin', 'ada', 'titik', 'kantor', 'gor', 'benda', 'smpn', 'post', 'benda']"
Beredar Video Antrean Panjang Vaksinasi di Bandung https://t.co/tDkQF4xV4n #trending,0.0,beredar video antrean panjang vaksinasi di bandung https://t.co/tdkqf4xv4n #trending,beredar video antrean panjang vaksinasi di bandung,"['beredar', 'video', 'antrean', 'panjang', 'vaksinasi', 'di', 'bandung']","['beredar', 'video', 'antrean', 'vaksinasi']","['edar', 'video', 'antre', 'vaksinasi']"
"Panglima TNI Marsekal TNI Hadi Tjahjanto, Kapolri Jenderal Pol Listyo Sigit, Menteri Kesehatan RI @budigsadikin, serta Kepala BNPB Letjen TNI Ganip Warsito juga turut meninjau kegiatan vaksinasi tersebut. Berikut potretnya. #TopNews https://t.co/eJbiuNyejb https://t.co/kDzaDoRnbP",1.0,"panglima tni marsekal tni hadi tjahjanto, kapolri jenderal pol listyo sigit, menteri kesehatan ri @budigsadikin, serta kepala bnpb letjen tni ganip warsito juga turut meninjau kegiatan vaksinasi tersebut. berikut potretnya. #topnews https://t.co/ejbiunyejb https://t.co/kdzadornbp",panglima tni marsekal tni hadi tjahjanto kapolri jenderal pol listyo sigit menteri kesehatan ri serta kepala bnpb letjen tni ganip warsito juga turut meninjau kegiatan vaksinasi tersebut berikut potretnya,"['panglima', 'tni', 'marsekal', 'tni', 'hadi', 'tjahjanto', 'kapolri', 'jenderal', 'pol', 'listyo', 'sigit', 'menteri', 'kesehatan', 'ri', 'serta', 'kepala', 'bnpb', 'letjen', 'tni', 'ganip', 'warsito', 'juga', 'turut', 'meninjau', 'kegiatan', 'vaksinasi', 'tersebut', 'berikut', 'potretnya']","['jenderal', 'sigit', 'menteri', 'kesehatan', 'ri', 'kepala', 'bnpb', 'letjen', 'ganip', 'warsito', 'meninjau', 'kegiatan', 'vaksinasi', 'potretnya']","['jenderal', 'sigit', 'menteri', 'sehat', 'ri', 'kepala', 'bnpb', 'letjen', 'ganip', 'warsito', 'tinjau', 'giat', 'vaksinasi', 'potret']"
"Tinjau Vaksinasi Massal di Stadion Pakansari, Jokowi Targetkan Herd Immunity di Bogor Tercapai pada Agustus https://t.co/sWadfCDPO1 #NASIONAL #VaksinasiCovid19 #VaksinasidiStadionPakansari https://t.co/9ItuIqJZcF",1.0,"tinjau vaksinasi massal di stadion pakansari, jokowi targetkan herd immunity di bogor tercapai pada agustus https://t.co/swadfcdpo1 #nasional #vaksinasicovid19 #vaksinasidistadionpakansari https://t.co/9ituiqjzcf",tinjau vaksinasi massal di stadion pakansari jokowi targetkan herd immunity di bogor tercapai pada agustus,"['tinjau', 'vaksinasi', 'massal', 'di', 'stadion', 'pakansari', 'jokowi', 'targetkan', 'herd', 'immunity', 'di', 'bogor', 'tercapai', 'pada', 'agustus']","['tinjau', 'vaksinasi', 'massal', 'stadion', 'targetkan', 'herd', 'immunity', 'bogor', 'tercapai', 'agustus']","['tinjau', 'vaksinasi', 'massal', 'stadion', 'target', 'herd', 'immunity', 'bogor', 'capai', 'agustus']"
"Masih cari2 vaksin umum yang available, kebanyakan kuota full. Mencari mandiri karena nunggu giliran kantor bakal kelamaan. Ada yang udah coba belum KTP non-DKI di sentra vaksinasi/faskes manapun?",1.0,"masih cari2 vaksin umum yang available, kebanyakan kuota full. mencari mandiri karena nunggu giliran kantor bakal kelamaan. ada yang udah coba belum ktp non-dki di sentra vaksinasi/faskes manapun?",masih cari vaksin umum yang available kebanyakan kuota full mencari mandiri karena nunggu giliran kantor bakal kelamaan ada yang udah coba belum ktp non dki di sentra vaksinasi faskes manapun,"['masih', 'cari', 'vaksin', 'umum', 'yang', 'available', 'kebanyakan', 'kuota', 'full', 'mencari', 'mandiri', 'karena', 'nunggu', 'giliran', 'kantor', 'bakal', 'kelamaan', 'ada', 'yang', 'udah', 'coba', 'belum', 'ktp', 'non', 'dki', 'di', 'sentra', 'vaksinasi', 'faskes', 'manapun']","['cari', 'vaksin', 'available', 'kebanyakan', 'kuota', 'full', 'mencari', 'mandiri', 'nunggu', 'giliran', 'kantor', 'coba', 'ktp', 'non', 'dki', 'sentra', 'vaksinasi', 'faskes', 'manapun']","['cari', 'vaksin', 'available', 'banyak', 'kuota', 'full', 'cari', 'mandiri', 'nunggu', 'gilir', 'kantor', 'coba', 'ktp', 'non', 'dki', 'sentra', 'vaksinasi', 'faskes', 'mana']"
#News: Vaksinasi COVID-19 Bagi Warga Sasaran di Kepulauan Seribu Terus Digencarkan https://t.co/tIZZvTFr9U | Berita Jakarta,1.0,#news: vaksinasi covid-19 bagi warga sasaran di kepulauan seribu terus digencarkan https://t.co/tizzvtfr9u | berita jakarta,vaksinasi covid bagi warga sasaran di kepulauan seribu terus digencarkan berita jakarta,"['vaksinasi', 'covid', 'bagi', 'warga', 'sasaran', 'di', 'kepulauan', 'seribu', 'terus', 'digencarkan', 'berita', 'jakarta']","['vaksinasi', 'covid', 'warga', 'sasaran', 'kepulauan', 'seribu', 'digencarkan', 'berita', 'jakarta']","['vaksinasi', 'covid', 'warga', 'sasar', 'pulau', 'ribu', 'gencar', 'berita', 'jakarta']"
"@ariaoy23 @chen_lie81 Atau cr website puskesmas kecamatannya, kmrn sy daftar lwt web https://t.co/ytY0xhc7It",1.0,"@ariaoy23 @chen_lie81 atau cr website puskesmas kecamatannya, kmrn sy daftar lwt web https://t.co/yty0xhc7it",atau cr website puskesmas kecamatannya kmrn sy daftar lwt web,"['atau', 'cr', 'website', 'puskesmas', 'kecamatannya', 'kmrn', 'sy', 'daftar', 'lwt', 'web']","['cr', 'website', 'kecamatannya', 'daftar', 'web']","['cr', 'website', 'camat', 'daftar', 'web']"
Presiden Jokowi: Percepat Vaksinasi Di Daerah Interaksi Dan Mobilitas Tinggi https://t.co/x3uuse5YWc   @jokowi @KemenkesRI https://t.co/2Q1rbOs4rO,1.0,presiden jokowi: percepat vaksinasi di daerah interaksi dan mobilitas tinggi https://t.co/x3uuse5ywc   @jokowi @kemenkesri https://t.co/2q1rbos4ro,presiden jokowi percepat vaksinasi di daerah interaksi dan mobilitas tinggi,"['presiden', 'jokowi', 'percepat', 'vaksinasi', 'di', 'daerah', 'interaksi', 'dan', 'mobilitas', 'tinggi']","['percepat', 'vaksinasi', 'daerah', 'interaksi']","['cepat', 'vaksinasi', 'daerah', 'interaksi']"
"Menkes pastikan menambah 400 ribu dosis vaksin Covid-19 per hari untuk mencapai target  Baca selengkapnya, klik 👇👇👇 #Vaksin https://t.co/wFOSww0DYy",1.0,"menkes pastikan menambah 400 ribu dosis vaksin covid-19 per hari untuk mencapai target  baca selengkapnya, klik 👇👇👇 #vaksin https://t.co/wfosww0dyy",menkes pastikan menambah ribu dosis vaksin covid per hari untuk mencapai target baca selengkapnya klik,"['menkes', 'pastikan', 'menambah', 'ribu', 'dosis', 'vaksin', 'covid', 'per', 'hari', 'untuk', 'mencapai', 'target', 'baca', 'selengkapnya', 'klik']","['menkes', 'pastikan', 'menambah', 'ribu', 'dosis', 'vaksin', 'covid', 'mencapai', 'target', 'baca', 'selengkapnya', 'klik']","['menkes', 'pasti', 'tambah', 'ribu', 'dosis', 'vaksin', 'covid', 'capai', 'target', 'baca', 'lengkap', 'klik']"
"""Kita harapkan tetap bekerja keras mempercepat program vaksinasi ini. Secepat-cepatnya target vaksinasi ini paling tidak di Kabupaten Bogor, bulan Agustus sudah tercapai kekebalan komunal,"" tandas Presiden. https://t.co/dJpGzDOwyK",1.0,"""kita harapkan tetap bekerja keras mempercepat program vaksinasi ini. secepat-cepatnya target vaksinasi ini paling tidak di kabupaten bogor, bulan agustus sudah tercapai kekebalan komunal,"" tandas presiden. https://t.co/djpgzdowyk",kita harapkan tetap bekerja keras mempercepat program vaksinasi ini secepat cepatnya target vaksinasi ini paling tidak di kabupaten bogor bulan agustus sudah tercapai kekebalan komunal tandas presiden,"['kita', 'harapkan', 'tetap', 'bekerja', 'keras', 'mempercepat', 'program', 'vaksinasi', 'ini', 'secepat', 'cepatnya', 'target', 'vaksinasi', 'ini', 'paling', 'tidak', 'di', 'kabupaten', 'bogor', 'bulan', 'agustus', 'sudah', 'tercapai', 'kekebalan', 'komunal', 'tandas', 'presiden']","['harapkan', 'keras', 'mempercepat', 'program', 'vaksinasi', 'secepat', 'cepatnya', 'target', 'vaksinasi', 'bogor', 'agustus', 'tercapai', 'kekebalan', 'komunal']","['harap', 'keras', 'cepat', 'program', 'vaksinasi', 'cepat', 'cepat', 'target', 'vaksinasi', 'bogor', 'agustus', 'capai', 'kebal', 'komunal']"
"Pemerintah Provinsi Jawa Barat bersama TNI dan Polri menggelar vaksinasi massal di Stadion Gelora Bandung Lautan Api (GBLA), Bandung, Jawa Barat, Kamis (17/6). Ditargetkan sekitar 5 ribu warga Bandung Raya dapat mengikuti vaksinasi massal ini. https://t.co/wqawdvHIbb",1.0,"pemerintah provinsi jawa barat bersama tni dan polri menggelar vaksinasi massal di stadion gelora bandung lautan api (gbla), bandung, jawa barat, kamis (17/6). ditargetkan sekitar 5 ribu warga bandung raya dapat mengikuti vaksinasi massal ini. https://t.co/wqawdvhibb",pemerintah provinsi jawa barat bersama tni dan polri menggelar vaksinasi massal di stadion gelora bandung lautan api gbla bandung jawa barat kamis ditargetkan sekitar ribu warga bandung raya dapat mengikuti vaksinasi massal ini,"['pemerintah', 'provinsi', 'jawa', 'barat', 'bersama', 'tni', 'dan', 'polri', 'menggelar', 'vaksinasi', 'massal', 'di', 'stadion', 'gelora', 'bandung', 'lautan', 'api', 'gbla', 'bandung', 'jawa', 'barat', 'kamis', 'ditargetkan', 'sekitar', 'ribu', 'warga', 'bandung', 'raya', 'dapat', 'mengikuti', 'vaksinasi', 'massal', 'ini']","['provinsi', 'jawa', 'barat', 'menggelar', 'vaksinasi', 'massal', 'stadion', 'jawa', 'barat', 'ditargetkan', 'ribu', 'warga', 'raya', 'mengikuti', 'vaksinasi', 'massal']","['provinsi', 'jawa', 'barat', 'gelar', 'vaksinasi', 'massal', 'stadion', 'jawa', 'barat', 'target', 'ribu', 'warga', 'raya', 'ikut', 'vaksinasi', 'massal']"
"Presiden Joko Widodo berharap agar semua pihak dapat terus bekerja keras untuk mempercepat program vaksinasi. Dengan vaksinasi ini, Presiden menargetkan Kabupaten Bogor dapat mencapai kekebalan komunal pada bulan Agustus. https://t.co/jJnPMi0kCh",1.0,"presiden joko widodo berharap agar semua pihak dapat terus bekerja keras untuk mempercepat program vaksinasi. dengan vaksinasi ini, presiden menargetkan kabupaten bogor dapat mencapai kekebalan komunal pada bulan agustus. https://t.co/jjnpmi0kch",presiden joko widodo berharap agar semua pihak dapat terus bekerja keras untuk mempercepat program vaksinasi dengan vaksinasi ini presiden menargetkan kabupaten bogor dapat mencapai kekebalan komunal pada bulan agustus,"['presiden', 'joko', 'widodo', 'berharap', 'agar', 'semua', 'pihak', 'dapat', 'terus', 'bekerja', 'keras', 'untuk', 'mempercepat', 'program', 'vaksinasi', 'dengan', 'vaksinasi', 'ini', 'presiden', 'menargetkan', 'kabupaten', 'bogor', 'dapat', 'mencapai', 'kekebalan', 'komunal', 'pada', 'bulan', 'agustus']","['berharap', 'keras', 'mempercepat', 'program', 'vaksinasi', 'vaksinasi', 'menargetkan', 'bogor', 'mencapai', 'kekebalan', 'komunal', 'agustus']","['harap', 'keras', 'cepat', 'program', 'vaksinasi', 'vaksinasi', 'target', 'bogor', 'capai', 'kebal', 'komunal', 'agustus']"
"Penyanyi Agnez Mo mendirikan klinik atau rumah sakit lapangan untuk membantu kelancaran program vaksinasi Covid-19. Klinik yang dibangun bersama AG Peduli ini didirikan di daerah Ancol, Jakarta Utara.  https://t.co/dg0B1kPthT",1.0,"penyanyi agnez mo mendirikan klinik atau rumah sakit lapangan untuk membantu kelancaran program vaksinasi covid-19. klinik yang dibangun bersama ag peduli ini didirikan di daerah ancol, jakarta utara.  https://t.co/dg0b1kptht",penyanyi agnez mo mendirikan klinik atau rumah sakit lapangan untuk membantu kelancaran program vaksinasi covid klinik yang dibangun bersama ag peduli ini didirikan di daerah ancol jakarta utara,"['penyanyi', 'agnez', 'mo', 'mendirikan', 'klinik', 'atau', 'rumah', 'sakit', 'lapangan', 'untuk', 'membantu', 'kelancaran', 'program', 'vaksinasi', 'covid', 'klinik', 'yang', 'dibangun', 'bersama', 'ag', 'peduli', 'ini', 'didirikan', 'di', 'daerah', 'ancol', 'jakarta', 'utara']","['penyanyi', 'agnez', 'mendirikan', 'klinik', 'rumah', 'sakit', 'lapangan', 'membantu', 'kelancaran', 'program', 'vaksinasi', 'covid', 'klinik', 'dibangun', 'ag', 'peduli', 'didirikan', 'daerah', 'ancol', 'jakarta', 'utara']","['nyanyi', 'agnez', 'diri', 'klinik', 'rumah', 'sakit', 'lapang', 'bantu', 'lancar', 'program', 'vaksinasi', 'covid', 'klinik', 'bangun', 'ag', 'peduli', 'diri', 'daerah', 'ancol', 'jakarta', 'utara']"
DUKUNG DAN SUKSESKAN VAKSINASI  TNI-POLRI dari Polsek Barat dan Koramil Barat amankan pelaksanaan Vaksinasi sebagai bentuk dukungan dan ikut mensukseskan program pemerintah dalam menanggulangi penyebaran Covid19 agar Pandemi segera berakhir dan Perekonomian Indonesia kmbali pulih https://t.co/VOg5M7XmJ6,1.0,dukung dan sukseskan vaksinasi  tni-polri dari polsek barat dan koramil barat amankan pelaksanaan vaksinasi sebagai bentuk dukungan dan ikut mensukseskan program pemerintah dalam menanggulangi penyebaran covid19 agar pandemi segera berakhir dan perekonomian indonesia kmbali pulih https://t.co/vog5m7xmj6,dukung dan sukseskan vaksinasi tni polri dari polsek barat dan koramil barat amankan pelaksanaan vaksinasi sebagai bentuk dukungan dan ikut mensukseskan program pemerintah dalam menanggulangi penyebaran covid agar pandemi segera berakhir dan perekonomian indonesia kmbali pulih,"['dukung', 'dan', 'sukseskan', 'vaksinasi', 'tni', 'polri', 'dari', 'polsek', 'barat', 'dan', 'koramil', 'barat', 'amankan', 'pelaksanaan', 'vaksinasi', 'sebagai', 'bentuk', 'dukungan', 'dan', 'ikut', 'mensukseskan', 'program', 'pemerintah', 'dalam', 'menanggulangi', 'penyebaran', 'covid', 'agar', 'pandemi', 'segera', 'berakhir', 'dan', 'perekonomian', 'indonesia', 'kmbali', 'pulih']","['dukung', 'sukseskan', 'vaksinasi', 'barat', 'koramil', 'barat', 'amankan', 'pelaksanaan', 'vaksinasi', 'bentuk', 'dukungan', 'mensukseskan', 'program', 'menanggulangi', 'penyebaran', 'covid', 'pandemi', 'perekonomian', 'indonesia', 'kmbali', 'pulih']","['dukung', 'sukses', 'vaksinasi', 'barat', 'koramil', 'barat', 'aman', 'laksana', 'vaksinasi', 'bentuk', 'dukung', 'sukses', 'program', 'tanggulang', 'sebar', 'covid', 'pandemi', 'ekonomi', 'indonesia', 'kmbali', 'pulih']"
"""Saya kira terus dilanjutkan karena kita membutuhkan percepatan vaksinasi ini dalam rangka mencapai kekebalan komunal _(herd immunity)_ yang kita harapkan penyebaran Covid ini bisa kita hambat,"" jelas Presiden. https://t.co/cc1VeU0nOA",1.0,"""saya kira terus dilanjutkan karena kita membutuhkan percepatan vaksinasi ini dalam rangka mencapai kekebalan komunal _(herd immunity)_ yang kita harapkan penyebaran covid ini bisa kita hambat,"" jelas presiden. https://t.co/cc1veu0noa",saya kira terus dilanjutkan karena kita membutuhkan percepatan vaksinasi ini dalam rangka mencapai kekebalan komunal _ herd immunity _ yang kita harapkan penyebaran covid ini bisa kita hambat jelas presiden,"['saya', 'kira', 'terus', 'dilanjutkan', 'karena', 'kita', 'membutuhkan', 'percepatan', 'vaksinasi', 'ini', 'dalam', 'rangka', 'mencapai', 'kekebalan', 'komunal', '_', 'herd', 'immunity', '_', 'yang', 'kita', 'harapkan', 'penyebaran', 'covid', 'ini', 'bisa', 'kita', 'hambat', 'jelas', 'presiden']","['dilanjutkan', 'membutuhkan', 'percepatan', 'vaksinasi', 'rangka', 'mencapai', 'kekebalan', 'komunal', '_', 'herd', 'immunity', '_', 'harapkan', 'penyebaran', 'covid', 'hambat']","['lanjut', 'butuh', 'cepat', 'vaksinasi', 'rangka', 'capai', 'kebal', 'komunal', '', 'herd', 'immunity', '', 'harap', 'sebar', 'covid', 'hambat']"
"Sebanyak 200 peserta melakukan vaksinasi di RS Permata Jonggol, 200 peserta di RS EMC Sentul, 300 peserta di RS Bina Husada, 300 peserta di Puskesmas Cimandala, 400 peserta di Puskesmas Citeureup, dan 300 peserta di Puskesmas Karadenan. https://t.co/ay7oqpf5H2",1.0,"sebanyak 200 peserta melakukan vaksinasi di rs permata jonggol, 200 peserta di rs emc sentul, 300 peserta di rs bina husada, 300 peserta di puskesmas cimandala, 400 peserta di puskesmas citeureup, dan 300 peserta di puskesmas karadenan. https://t.co/ay7oqpf5h2",sebanyak peserta melakukan vaksinasi di rs permata jonggol peserta di rs emc sentul peserta di rs bina husada peserta di puskesmas cimandala peserta di puskesmas citeureup dan peserta di puskesmas karadenan,"['sebanyak', 'peserta', 'melakukan', 'vaksinasi', 'di', 'rs', 'permata', 'jonggol', 'peserta', 'di', 'rs', 'emc', 'sentul', 'peserta', 'di', 'rs', 'bina', 'husada', 'peserta', 'di', 'puskesmas', 'cimandala', 'peserta', 'di', 'puskesmas', 'citeureup', 'dan', 'peserta', 'di', 'puskesmas', 'karadenan']","['peserta', 'vaksinasi', 'permata', 'jonggol', 'peserta', 'emc', 'sentul', 'peserta', 'bina', 'husada', 'peserta', 'cimandala', 'peserta', 'citeureup', 'peserta', 'karadenan']","['serta', 'vaksinasi', 'permata', 'jonggol', 'serta', 'emc', 'sentul', 'serta', 'bina', 'husada', 'serta', 'cimandala', 'serta', 'citeureup', 'serta', 'karadenan']"
